,0
4844,5.241592692704015e-05
4734,0.00016105006154065965
26564,8.260426431658087e-06
26562,1.8922112174246616e-05
2039,9.41693824372334e-06
2314,9.48740844261158e-06
59731,1.8685820451465347e-05
61236,5.744933334348797e-05
65261,0.00011760698970454561
392,2.0575153890387076e-05
390,4.1868434369091564e-05
5854,1.0962186637827749e-05
4728,1.950388272667197e-05
4725,1.0705190896347436e-05
2300,0.00029131435562583454
2303,0.00017723260047190634
2302,0.000546533379860664
2305,1.075554952775322e-05
2304,4.5417909105814895e-05
4723,5.095958008409594e-05
2306,2.2900785479250474e-05
5847,1.0962186637827749e-05
5846,1.0962186637827749e-05
74486,3.990639888738404e-05
27721,8.14392904513699e-05
5840,1.819781252125508e-05
2335,0.00014518431300242243
3746,1.0413875496518888e-05
3747,2.114023092088308e-05
3744,3.838972675193286e-05
3745,0.00015998087290738274
3742,9.638079883928363e-05
3743,1.9500279279869795e-05
3740,0.00010603858426723486
3741,8.954950163340237e-05
4621,4.492348555969997e-05
4623,0.00015916829436876087
4624,1.075554952775322e-05
4625,1.309344859624593e-05
4626,1.1118040728722332e-05
4627,1.1118040728722332e-05
4628,1.9784722846536546e-05
79008,4.096625522970627e-05
57669,0.0003182904626615112
179,5.65310606446012e-05
178,0.00012529643338716676
177,0.00613668958654703
176,0.00017292976986275704
175,0.00022891825696425954
173,0.0002570745251181809
172,0.00017457785042431886
171,9.734389909407036e-05
170,0.00016067149762555427
74228,4.1671180506122895e-05
128606,8.260426431658087e-06
7219,8.260426431658087e-06
80363,2.1430094374680986e-05
7210,2.5914600403466978e-05
7211,8.092776766260564e-06
7212,4.176732420087798e-05
7215,5.1230288446447285e-05
7216,1.6615673484435392e-05
7217,1.7747834874269667e-05
6216,3.6513828676625076e-05
6215,2.8289881182502735e-05
6214,4.626957222957827e-05
6213,4.05856986056687e-05
6212,9.41693824372334e-06
6211,1.8833013301558654e-05
6219,1.0249556253362958e-05
275,2.0575153890387076e-05
70344,7.968241194365725e-06
276,8.008894420661126e-05
6811,2.550686495620659e-05
6816,2.10802256896706e-05
95167,8.327236414543905e-05
63276,1.963115866426436e-05
442,0.0006415474052601
7669,5.511392583581355e-05
26819,1.4465979117393346e-05
26812,9.944915176018469e-06
26810,1.1062511742625015e-05
1769,3.083625257396296e-05
1762,1.075554952775322e-05
68347,1.8027831218431686e-05
1767,1.1499772631322226e-05
40226,1.1062511742625015e-05
83134,7.586026707735319e-05
83132,4.532316764712636e-05
1546,1.032467616191738e-05
1544,0.0002321318854463447
691,5.7175624142926165e-05
1542,4.759916072008629e-05
697,2.472625999850592e-05
694,3.101837136013895e-05
695,2.8029921666080856e-05
8711,1.2630927094366289e-05
8712,1.7677364675381425e-05
8713,1.4067255665967503e-05
94959,0.00021273900997606995
72131,8.260426431658087e-06
79702,0.00020860056008609794
77561,0.00020346793177695286
93324,1.0869359657719221e-05
72395,1.706730427562861e-05
5618,0.000593185358656699
5619,9.48740844261158e-06
72393,1.8405554955556644e-05
5612,1.9500279279869795e-05
5613,8.193857450349485e-06
5611,2.0442292285033275e-05
5617,0.0001053774470803066
7116,4.344987431386608e-05
31903,1.2180761093623416e-05
6779,1.8017834062182927e-05
6774,5.6152311179408176e-05
27397,1.4806522803973709e-05
6776,4.261005985608693e-05
6777,8.637008418983642e-05
6770,2.0987181073933805e-05
6772,7.765026066535131e-06
6773,0.00011706080781292405
1223,0.0003958378667675991
57274,1.9352882458012425e-05
258,3.0935775452826945e-05
259,0.00011389194441063249
252,0.000243535794906274
253,0.007158978986228428
250,7.743237695062424e-05
256,0.00017922777229276683
257,0.00026256938077648796
254,1.5343887556215455e-05
255,4.081659416350086e-05
1251,0.0001340076780825675
100034,1.0235546286455814e-05
64614,0.0002873168631621618
57418,8.260426431658087e-06
2432,4.613643513305034e-05
55207,1.075554952775322e-05
3688,2.5841026405083468e-05
3683,0.00023422170618401714
3682,2.2569601770939943e-05
3681,0.00014124730530520817
3680,2.3257578218459476e-05
3687,1.075554952775322e-05
3686,0.00014867723530656964
3685,0.00010046825384990727
134368,2.866777007989967e-05
2796,1.546148900201064e-05
2518,5.1357285964641144e-05
2514,1.4917026310665382e-05
2517,4.2503315892827504e-05
2511,2.7651323985601422e-05
2513,9.591945568595677e-05
3535,0.0003085616823058439
5059,9.291398017635067e-06
3537,1.964115403302405e-05
3536,0.00010451148836705304
3539,3.257153183229513e-05
5055,3.144305205781283e-05
5056,2.6445132652964285e-05
5051,1.0262805151896555e-05
5053,9.41693824372334e-06
53974,9.441309015860162e-06
53972,0.0001484696598018103
1670,4.4983464055300235e-05
54997,0.00020629121005680108
71518,7.968241194365725e-06
104863,1.728041371309675e-05
26025,1.0661685742588529e-05
54999,4.166247357583956e-05
87298,2.0700464703771687e-05
69529,8.057628803406577e-06
106642,3.4331381060514733e-05
44225,7.634377874884993e-06
112062,8.822536208708799e-06
54190,3.0801158410885306e-05
27802,8.260426431658087e-06
27555,1.075554952775322e-05
27800,2.0354226639339344e-05
27801,5.464974210062664e-05
27808,8.258691958690677e-06
40946,9.944915176018469e-06
1151,1.546148900201064e-05
1150,6.038247276824835e-05
97913,0.0001222896071884393
59018,3.3657622002411565e-05
59549,1.1499772631322226e-05
25898,8.355247052777303e-06
8039,9.48740844261158e-06
8529,0.00022555070058243514
8528,0.0002778338131438616
34532,6.0600949759718296e-05
8522,9.113971259148545e-06
34536,9.944915176018469e-06
67788,1.5965671138401527e-05
34534,1.1485179198662515e-05
8524,9.311175891063183e-06
26603,2.162613766667232e-05
26606,2.5482123924226896e-05
95963,1.075554952775322e-05
95965,1.075554952775322e-05
89492,0.00013413475087321975
26547,2.050975487417952e-05
52831,1.1062511742625015e-05
4299,0.00021705570061173151
4298,1.688567267234865e-05
4294,2.147688365858609e-05
4297,3.3626244519503616e-05
4296,2.3565994874841284e-05
4291,1.8630069183709816e-05
4290,8.260426431658087e-06
4292,4.92368142905997e-05
66785,1.0379537403072828e-05
61250,7.634377874884993e-06
81562,0.000160405581593896
81564,9.503657516944158e-05
90647,9.598677111586125e-06
4743,9.41693824372334e-06
31963,8.260426431658087e-06
4741,1.0262805151896555e-05
43333,8.260426431658087e-06
4744,1.1692651247951633e-05
5869,1.0962186637827749e-05
5868,1.0421890288145584e-05
96432,1.075554952775322e-05
5867,2.4009986833124026e-05
5866,8.409368783780803e-06
98122,8.952432530942146e-06
98126,8.099507265030243e-06
98124,4.7617282991621234e-05
2183,7.718185353526287e-05
2182,1.806882604632997e-05
2181,3.036547633650173e-05
2180,1.016824613128711e-05
2187,2.6163175472533927e-05
2186,0.00019452717004309194
4608,1.0962186637827749e-05
2184,6.428059977290415e-05
2189,1.546148900201064e-05
2188,2.3967620218987042e-05
55116,9.944915176018469e-06
57640,9.788746861246295e-05
51127,1.1924455346345605e-05
6454,1.890434668633492e-05
151,0.000495291627396596
86864,8.260426431658087e-06
153,0.0006859607155344421
152,3.541957431744989e-05
155,3.920630011881641e-05
154,0.00020782432106781175
157,4.9724937273582464e-05
156,0.00012750183526249074
159,0.00013780220006336775
158,0.0003717350824712306
141866,1.075554952775322e-05
52694,1.0324833318990104e-05
60072,4.2315169212309526e-05
60074,8.923007795008932e-05
128620,9.407920887847879e-06
6187,5.927378355394758e-05
6184,4.154749345051473e-05
6183,2.123634881160919e-05
6182,9.41693824372334e-06
6188,0.00026905065718250206
2727,8.260426431658087e-06
2726,9.090815684155902e-05
2725,3.476384217572848e-05
2724,0.0001196947462358912
2723,0.00022762860562535142
2722,7.652180849063029e-05
2721,6.33497101170987e-05
2720,2.668699769701815e-05
134130,0.00020649199414267725
2729,0.00012253451553842598
2728,0.00013654132652470065
93805,8.568646921639344e-06
7234,4.538332779363118e-05
7235,4.754348237968129e-05
7941,3.1351181084976284e-05
7943,2.488362881749e-05
7948,8.260426431658087e-06
7238,9.291398017635067e-06
72720,1.602545249819322e-05
6238,1.0962186637827749e-05
6235,4.8003683835245775e-05
6237,3.1363245821685894e-05
6231,2.0401059183858142e-05
6230,1.6790852051229438e-05
6232,1.8509982685021045e-05
8866,1.6478335557795015e-05
8864,1.5670086183587963e-05
8865,5.6030538704126816e-05
8860,3.527319749777878e-05
8861,6.532841337435934e-05
71180,1.058851672815925e-05
104841,0.00021730175383495088
818,5.909678679180418e-05
813,1.1173789021401363e-05
141718,1.075554952775322e-05
26835,8.260426431658087e-06
60293,2.162490918547244e-05
26838,8.260426431658087e-06
80839,8.219643599104338e-06
80831,2.1015481688071606e-05
5267,1.8972056156446755e-05
4570,3.174110763193365e-05
5265,1.1329091429333786e-05
5264,1.1499772631322226e-05
1704,0.0015170018410821978
1707,2.363927240636125e-05
2097,5.6248924125505294e-05
5269,4.50438312618133e-05
2096,0.0002766710797091611
60291,9.598677111586125e-06
4577,2.0242957970364798e-05
58559,0.0010597886050673446
79720,1.075554952775322e-05
3029,1.546148900201064e-05
3028,1.546148900201064e-05
3024,1.546148900201064e-05
3022,0.00012669450729578912
3021,1.546148900201064e-05
3020,0.0002492588829784718
144620,8.258691958690677e-06
32562,9.598677111586125e-06
34326,2.1040262971915553e-05
34323,1.1062511742625015e-05
8730,9.733422140607182e-06
54328,1.0415832271085587e-05
4197,9.660880265383572e-06
4194,8.355247052777303e-06
4195,2.67032085772747e-05
4190,5.713351685820394e-05
4191,3.5299595549883005e-05
5670,4.3508312089291195e-05
5673,0.00016427985139364556
5679,0.0003328802277391411
33672,1.090905379462858e-05
89000,8.822536208708799e-06
38384,8.530425619571349e-06
8833,4.026333592110757e-05
111795,8.260426431658087e-06
6436,4.156070730658247e-05
8190,9.311175891063183e-06
8191,3.844060552261514e-05
6433,1.9187398785252956e-05
8197,1.941105293686805e-05
69654,8.260426431658087e-06
48856,1.0262805151896555e-05
27005,1.0870588138919097e-05
27002,1.9641350621166775e-05
82150,1.1062511742625015e-05
82152,7.634377874884993e-06
39381,1.901597595941131e-05
130682,1.075554952775322e-05
32582,1.7921306697041658e-05
32587,0.0007802326707703689
98607,2.050975487417952e-05
98604,9.347701066845256e-06
115927,9.347701066845256e-06
6753,6.417052983518818e-05
6757,1.0705190896347436e-05
6754,6.918055851135431e-05
6755,4.689758013638544e-05
107910,1.032467616191738e-05
96606,8.822536208708799e-06
32728,8.260426431658087e-06
238,2.615355487574528e-05
239,6.873053293518951e-05
234,5.62780831655115e-05
235,0.0009225757542821203
236,0.000573755905801328
237,0.0003164717301725859
230,0.0003693446133183148
231,0.007109443919556731
232,0.00031896899362202037
233,0.00022868144638883616
56782,0.00025853088118224423
62081,2.05473329319111e-05
43836,1.0324833318990104e-05
43838,1.075554952775322e-05
49526,8.258691958690677e-06
63062,5.065281984793421e-05
104757,8.260426431658087e-06
64497,9.493452858931365e-06
64499,2.029287732614452e-05
2539,0.0002597446359961143
2532,3.512024606042797e-05
2533,3.701835026883133e-05
2530,3.740464400022867e-05
2531,2.5140215315919154e-05
55276,9.725873878819281e-05
2535,2.642367563983839e-05
46530,5.705296538777493e-05
135436,8.905247100018398e-06
45506,1.075554952775322e-05
5072,1.0421890288145584e-05
5073,9.48740844261158e-06
68135,7.733240518777955e-05
5071,1.032467616191738e-05
5076,8.193857450349485e-06
5074,4.965545774810038e-05
52579,8.568646921639344e-06
116161,8.260426431658087e-06
53953,6.130680122992907e-05
939,8.409368783780803e-06
938,5.538546899589317e-05
53956,5.481994663034787e-05
933,0.00024398751677555026
932,8.590347475021808e-05
931,0.00013353759215516657
930,0.00021099521563307122
937,1.888199992117195e-05
936,0.00010316203840034002
935,4.450159767679732e-05
934,0.00020220435279619107
5380,3.818598233897229e-05
5382,4.2848931283069304e-05
5383,1.0249556253362958e-05
5384,8.260426431658087e-06
5385,3.7655936456350945e-05
5387,4.0703186773839545e-05
5388,0.00016555814006570895
5389,2.3724254934699204e-05
112911,8.75289615001925e-06
48696,7.644391057456329e-05
48698,2.552819400716031e-05
62331,8.75289615001925e-06
62336,4.3661185849024566e-05
102753,1.058851672815925e-05
1754,0.000145021281338613
44204,3.731317008372904e-05
68793,8.258691958690677e-06
68791,7.222796062875002e-05
59784,0.0002621751623179708
27826,1.1499772631322226e-05
27821,7.20112333777045e-05
41527,2.926013769661114e-05
2411,7.607704729111091e-05
106062,1.0379537403072828e-05
793,9.667200454541572e-06
2146,8.836974952635204e-05
2145,0.00023937501565728518
799,0.00010301644334885621
798,0.0001131066779624232
2144,0.00038097411767858716
71579,4.590141015534645e-05
2415,2.8029921666080856e-05
2142,5.436399633630023e-05
1132,9.536809136364392e-05
1131,0.00014662860347452496
1130,6.51224145820816e-05
1137,1.1062511742625015e-05
1136,0.0015143521565253862
1135,9.818819909000678e-05
2419,1.546148900201064e-05
2418,3.334994088328229e-05
7149,6.269542136815442e-05
7147,0.000510350519729389
7142,9.41693824372334e-06
7143,0.0004028261351309013
78116,1.8639963834730915e-05
2148,8.687957566833474e-05
8502,1.8728114134786523e-05
8504,1.4465979117393346e-05
8507,7.834001859914891e-05
34048,0.00012563227527148625
2882,9.213130939986479e-06
2883,5.385083964239813e-05
2880,1.1466784502037847e-05
2881,0.0002053053777288719
2887,1.1499772631322226e-05
2885,1.2264428684309518e-05
7493,4.611594428863344e-05
2888,2.713465715475479e-05
2889,5.0571645376078995e-05
44974,4.930393807273148e-05
2,0.0009232959393727425
47254,1.3814326170636023e-05
61013,1.0030072174247966e-05
1286,0.00013739733212580625
26524,3.544321129359554e-05
26528,1.7165673531676486e-05
1922,2.192299208408231e-05
3275,0.00018566098873228355
98963,8.822536208708799e-06
74916,1.7991377936043576e-05
3273,7.648225851099054e-05
98961,7.74460691212536e-05
3271,9.170660395920504e-05
4761,1.0421890288145584e-05
3600,9.213130939986479e-06
4765,1.8055450201698006e-05
4767,9.41693824372334e-06
4766,7.765026066535131e-06
4769,1.9148288707995154e-05
4768,8.092776766260564e-06
26294,1.9277387828626004e-05
5809,3.387899151705683e-05
5801,2.7997391127632625e-05
103249,4.0865735960809414e-05
56869,8.822536208708799e-06
1573,0.0007407967743397908
680,5.6593597707271974e-05
6935,2.6288257650089773e-05
81819,1.0262805151896555e-05
64575,2.014662076931315e-05
53894,5.563056419863241e-05
117176,0.00010388685668727268
674,0.00010018363781070395
4888,2.2686318972455104e-05
4889,4.050943541590985e-05
2709,3.493166997502856e-05
2708,8.530425619571349e-06
4880,6.950432959065996e-05
4881,0.0001759788748048944
70567,9.598677111586125e-06
2706,0.0007618327371811737
2701,2.362855353941716e-05
2700,0.0006128264336299572
4886,0.0011274918879696724
4887,3.5427572993978e-05
42197,1.9960755859147582e-05
42191,8.905247100018398e-06
6252,9.41693824372334e-06
6256,1.0197918413403144e-05
6254,4.3360242912616486e-05
118985,1.0379537403072828e-05
113275,7.765026066535131e-06
832,0.0006084662643506086
3475,3.5151550578297834e-05
830,0.00010309519389455968
831,1.546148900201064e-05
836,3.420494727522582e-05
837,0.0001486619930729335
835,5.384989378246123e-05
8884,1.613259279907487e-05
838,0.00034758425776928135
839,6.06234791961238e-05
8880,1.9901780358572653e-05
3479,0.0001550701846023687
8882,8.260426431658087e-06
48262,1.8639963834730915e-05
34552,1.9409127125757038e-05
48268,8.260426431658087e-06
8542,5.5066590778077586e-05
26854,1.1499772631322226e-05
67087,7.903153933064083e-05
1728,1.546148900201064e-05
1729,0.00044106560528938614
1726,9.493452858931365e-06
5244,1.075554952775322e-05
5247,2.1846321905110675e-05
68659,1.62979917648147e-05
1722,0.00029296186745148846
5243,1.1466784502037847e-05
1721,0.0009967487963701727
9004,9.311175891063183e-06
7025,2.1751837126921096e-05
7024,1.1062511742625015e-05
3005,0.00014846994066120594
3004,4.531671103744131e-05
3007,0.00012744355616870439
3006,0.0003654976010203582
3000,0.0003235329412007694
6803,1.075554952775322e-05
3002,2.0471755316237186e-05
3008,1.9710782918173468e-05
2414,4.082157645225272e-05
8493,0.00010930920917118168
1588,9.924874536343715e-05
1589,9.626640311220734e-05
7285,8.705545576945798e-05
111235,8.822536208708799e-06
1582,1.9069752946993423e-05
5483,3.910425525892124e-05
1580,0.0015597041786200483
1581,1.546148900201064e-05
45969,1.1471591297889266e-05
1587,0.00021632284442179287
1584,0.0008400154582053862
5481,0.0001819470705896361
59995,1.900932574759489e-05
3316,3.1971710183667485e-05
66686,8.260426431658087e-06
66934,0.0001138602373701224
110752,8.260426431658087e-06
31026,9.41693824372334e-06
2416,3.122946985564048e-05
5650,8.55132419103743e-05
5651,8.260426431658087e-06
143385,1.7825866285361234e-05
129354,2.023250672072236e-05
4830,1.0962186637827749e-05
118696,2.684129688295224e-05
4454,2.050975487417952e-05
48877,3.5774762694337076e-05
27020,2.02983927435758e-05
72683,8.822536208708799e-06
27022,6.560491272828238e-05
6419,1.9222613069485836e-05
6414,9.41693824372334e-06
6416,8.355247052777303e-06
6413,2.8953599214007737e-05
6412,1.0701686470523287e-05
7774,1.0249556253362958e-05
7773,8.374607440291697e-06
7771,3.983128255873947e-05
92163,8.822536208708799e-06
3917,9.237378804114466e-05
3916,0.0003425700655987676
3915,2.214408672980323e-05
3914,2.1790196766485097e-05
3913,9.660880265383572e-06
3911,0.00047053545298571703
3910,0.00017493713310087647
3919,3.760246613533924e-05
3918,1.5019761760634221e-05
6730,1.1062511742625015e-05
6731,3.9742847388306964e-05
6732,2.923923104753229e-05
6735,9.311175891063183e-06
78903,8.099507265030243e-06
216,0.00021235509152721006
55851,8.260426431658087e-06
214,1.0421890288145584e-05
215,0.00018742606802366868
213,0.00012222277529646186
211,9.660880265383572e-06
218,0.0002000513504083629
219,6.329384984721652e-05
97393,1.032467616191738e-05
97395,8.260426431658087e-06
81156,1.9787458290920708e-05
81158,8.922056431134002e-06
25773,8.260426431658087e-06
25771,5.6852471398315745e-05
25777,3.235834725326686e-05
81847,0.00012825120874691983
3284,1.919316168449529e-05
86817,7.634377874884993e-06
140816,8.260426431658087e-06
3649,5.367561580410469e-05
3643,9.597044672288648e-06
3640,1.0262805151896555e-05
2550,2.877870067897642e-05
2551,9.081182152738821e-05
2553,4.730823255660561e-05
2554,9.660880265383572e-06
2557,1.4806522803973709e-05
2558,4.203258545291151e-05
64969,7.776231770176589e-05
26086,8.260426431658087e-06
26082,1.7112000924535684e-05
63,3.783008441721658e-05
46559,8.80687784397052e-06
5013,0.0001448720664664309
5014,0.00010613523115019209
5015,0.00018101540012698585
3282,2.6961261633332866e-05
5017,2.7058394094266085e-05
4415,1.075554952775322e-05
4414,8.260426431658087e-06
4410,1.9222613069485836e-05
919,0.0009848364482784172
918,7.41741151021933e-05
915,0.0001833879085290703
914,0.00036608213685586317
917,6.597156243901497e-05
916,0.00022614661350207858
911,0.0002367468145633383
910,0.0005007203818736427
913,0.0006166661780367542
912,0.0010268990150780186
112399,8.260426431658087e-06
105429,9.407920887847879e-06
58904,8.260426431658087e-06
134859,1.0379537403072828e-05
134853,0.00018988600600758316
83411,9.291398017635067e-06
80463,0.00036743211823262904
27592,1.4806522803973709e-05
84506,1.064409360901899e-05
27846,8.149519823371227e-05
243,1.5418804957190442e-05
54220,8.260426431658087e-06
3429,7.804281198205651e-05
59501,4.7476730948423375e-05
7162,8.84501234502799e-05
7163,4.038476141270643e-05
7160,0.00012144447957169723
7161,2.2237721954417904e-05
7164,3.202196233977636e-05
7165,9.41693824372334e-06
142240,1.1499772631322226e-05
89904,4.8525716235230915e-05
3421,0.0005040083061744967
630,1.2289266286833989e-05
32289,8.219643599104338e-06
1213,0.0013241184955020292
111617,9.441309015860162e-06
632,2.613886726722063e-05
633,3.0805376558226096e-05
26649,3.7326531724905684e-05
635,3.0044873321227576e-05
2003,0.0002593717814061069
637,8.544545911476013e-05
1111,7.055769532037728e-05
1446,7.251072829056735e-05
1112,2.8191750155086772e-05
1114,1.1062511742625015e-05
1441,0.00014957581341097363
2006,0.00041146970701194397
47274,1.8735201009214677e-05
1218,0.00016308341718539334
1449,0.00024635615881675113
68848,4.7111439012024626e-05
26509,1.3814326170636023e-05
26501,8.260426431658087e-06
4855,0.00015589093487697258
6787,0.00019378024485551437
2301,0.0001546345175945242
72947,1.1499772631322226e-05
79553,3.8715869889152794e-05
4724,1.1499772631322226e-05
4727,1.0249556253362958e-05
95875,4.104913902372777e-05
95873,2.878192081738639e-05
73017,0.0003313457728902249
4720,0.0003474480975770629
130580,9.021721754406074e-06
43376,1.9120239894476456e-05
2307,1.0962186637827749e-05
4789,1.309344859624593e-05
6528,8.260426431658087e-06
4787,5.3224295939238085e-05
4784,1.0249556253362958e-05
4783,3.217486520305605e-05
4782,1.0421890288145584e-05
5820,1.9405703838735627e-05
104218,1.0324833318990104e-05
5826,1.4806522803973709e-05
5828,1.3814326170636023e-05
104211,1.032467616191738e-05
61071,1.585402147398933e-05
87884,1.1062511742625015e-05
5843,1.0962186637827749e-05
7914,9.291398017635067e-06
116823,3.5679459574562313e-05
74795,4.6836563265458205e-05
199,9.84256546847778e-06
198,0.006563780863877246
195,0.00015743589646490514
194,0.0004093825644100216
81831,1.1075956736417363e-05
196,0.0002491982549644528
191,1.8963598231309807e-05
190,4.2700618302824685e-05
193,0.0001078785654883133
81834,0.00024498589966857973
74532,2.1924468211898833e-05
74530,1.758276854081265e-05
42351,1.064409360901899e-05
56333,1.7668347319505968e-05
56339,3.2434845931565324e-05
2769,1.062675999244773e-05
2763,0.00026618732538123143
2762,0.001798461462837505
2761,0.00036009036416514826
2766,1.546148900201064e-05
2764,5.344678580977668e-05
93840,0.00010465489915106275
6271,2.694034964635277e-05
6273,2.438943636474134e-05
6279,1.0421890288145584e-05
420,0.00015011857312325814
113252,1.075554952775322e-05
55805,2.9451696113509774e-05
113705,8.260426431658087e-06
49265,1.0262805151896555e-05
46948,1.9006597999434002e-05
3452,8.195192755952683e-05
3453,1.1499772631322226e-05
3450,0.00019275307005601827
3451,0.00011806436018141223
3456,3.5048921711994286e-05
851,2.3996812669984874e-05
852,0.00036939385207416186
249,0.00020226508662098494
3459,2.6524000744635655e-05
858,0.0021527932412549367
138698,8.822536208708799e-06
138696,8.822536208708799e-06
41997,0.00020428174903392744
41336,8.099507265030243e-06
8908,2.392443858490169e-05
5229,1.1499772631322226e-05
5222,4.946405874405393e-05
5220,9.912510353346007e-06
5226,9.660880265383572e-06
5225,0.00021108416763769585
70898,7.634377874884993e-06
71057,4.215909499461514e-05
78544,1.0870588138919097e-05
3063,4.5530285528671175e-05
3062,0.00010949886805604969
3061,8.704562162853068e-05
3060,0.00017846987297087045
3067,0.00014296979331545362
3066,4.198134359145659e-05
3064,1.9069752946993423e-05
3069,4.039111890396791e-05
33912,8.260426431658087e-06
33917,8.260426431658087e-06
94939,1.4806522803973709e-05
38038,0.00025061771702693486
94931,8.260426431658087e-06
27478,2.1851128700962093e-05
89047,9.944915176018469e-06
89045,8.42996429666047e-06
66665,3.4864092687377776e-05
4816,0.00026891912849431464
1304,0.0007157197614719022
1305,0.00012061147278582591
1306,2.072971219716659e-05
1307,0.000690419233089085
1300,0.0001678044127766699
1301,0.00010252808895006677
1302,0.0004557971795172504
1303,0.00012871785861920103
48817,1.4806522803973709e-05
109742,8.75289615001925e-06
494,0.0005056612307099321
495,5.8833236057112426e-05
497,0.0006546355169783344
490,9.771177665134816e-05
491,0.00023713001090748862
492,0.00015855985024313296
493,0.00015343949966597736
6473,2.0273362528890934e-05
6477,1.7571602322721272e-05
95780,1.075554952775322e-05
110730,1.8503924211604524e-05
50794,3.4451055550360006e-05
110882,8.260426431658087e-06
7757,4.18021791868569e-05
92494,1.0197918413403144e-05
7753,1.0708870144426093e-05
32892,9.977751229290537e-06
3938,1.546148900201064e-05
78967,8.260426431658087e-06
3934,3.760246613533924e-05
32898,4.645859415503304e-05
3930,3.4544229705506e-05
3932,1.6465304227699137e-05
8332,9.48740844261158e-06
61646,1.0262805151896555e-05
8331,8.260426431658087e-06
8336,9.291398017635067e-06
8337,6.886130757850739e-05
6718,2.1188953397827484e-05
8338,2.6941838513515267e-05
6713,2.356327667573209e-05
6710,9.944915176018469e-06
6711,0.0007056006399125252
100272,9.407920887847879e-06
107953,1.075554952775322e-05
130970,9.896000767617889e-06
81132,8.663613889929704e-06
4046,9.213130939986479e-06
4047,3.2283363644743755e-05
4041,7.872142210157306e-05
4042,1.8354684752948287e-05
4043,8.260426431658087e-06
77455,0.00010384233728976971
26313,1.7551824449293152e-05
25750,3.80897478384154e-05
25752,9.291398017635067e-06
25753,1.833299828206784e-05
25755,9.291398017635067e-06
43744,1.629104737682415e-05
3665,1.546148900201064e-05
3660,1.5019761760634221e-05
65585,8.873399390223523e-06
3668,4.594911110252355e-05
2394,0.0002501093218936861
2579,2.1575779035266532e-05
90428,1.8089702228452514e-05
2575,5.259898370944369e-05
2572,0.0003678269461091425
2573,8.293989729150932e-06
2570,3.2649313766573994e-05
2571,0.0025024335971077804
