,0
514,0.00011741112254862486
876,1.3689337362937278e-05
7180,1.1400868099276168e-05
7186,1.1243360213359663e-05
118890,1.2888080093970094e-05
872,9.857070380809266e-06
621,2.332568014509172e-05
3435,0.00034291314728663306
1224,0.00021147485881372986
8019,2.14012630117338e-05
8544,2.6577549023117645e-05
8015,1.1243360213359663e-05
8014,3.997721278919998e-05
8012,3.7904512521147824e-05
8011,4.179083699014609e-05
8010,1.2935659318050773e-05
7456,1.0788444908461154e-05
2741,1.4856778523536121e-05
7454,5.076999459692254e-05
7451,0.00023056111243579305
95949,1.3956904158277069e-05
7458,0.00017667850747973702
7459,2.04081421345831e-05
4591,8.526527189154201e-06
2033,4.8406029178519224e-05
66509,1.809153860503739e-05
2031,1.1243360213359663e-05
65088,1.4857857820891763e-05
4844,7.034051634707421e-05
4734,0.000171525254712425
26564,1.1400868099276168e-05
26562,2.1822237397757118e-05
2039,1.1243360213359663e-05
2314,1.2762053722942396e-05
59731,2.9208543904705433e-05
61236,4.942915786679302e-05
65261,0.00012619129582460304
392,9.028118074516179e-06
390,4.6391816965432563e-05
5854,1.4856778523536121e-05
4728,3.462827608916512e-05
4725,1.1569005958186681e-05
2300,0.0003831843731886078
2303,0.00020487423699911444
2302,0.000570577381086702
2305,1.1643428510454586e-05
2304,5.509782610756344e-05
4723,6.969547268993474e-05
2306,2.218522124086827e-05
5847,1.4856778523536121e-05
5846,1.4856778523536121e-05
74486,1.9969524389973506e-05
27721,9.438829634483371e-05
5840,2.4757348851863107e-05
2335,0.00014201249503606749
3746,1.0788444908461154e-05
3747,2.9964078439799286e-05
3744,3.67345157689417e-05
3745,0.00015654579268063122
3742,0.00011168286238474606
3743,9.699124314309682e-06
3740,0.00010619390117107989
3741,0.00011221550600334481
4621,0.003257992420825234
4623,0.00017799796380855992
4624,1.1643428510454586e-05
4625,9.205210630716349e-06
4626,9.653289004085587e-06
4627,9.653289004085587e-06
4628,2.585441243782902e-05
79008,4.111603865557018e-05
57669,0.0003767823930497251
179,3.52608136239421e-05
178,6.359283207987683e-05
177,3.153073366732949e-05
176,0.0001355689477437905
175,0.00021853587003674112
173,0.00012471639751345054
172,0.00011290644919795397
171,7.614104404025614e-05
170,0.00010265328822289929
74228,4.464613954206918e-05
128606,1.1400868099276168e-05
7219,1.1400868099276168e-05
80363,2.1341090190319932e-05
7210,3.231966699017931e-05
7211,9.733100850384301e-06
7212,4.552166038054949e-05
7215,6.96549565480424e-05
7216,2.387916927754123e-05
7217,2.4162921822218564e-05
6216,4.470907931638558e-05
6215,4.250342688912715e-05
6214,5.577642546387429e-05
6213,4.255500120248348e-05
6212,1.1243360213359663e-05
6211,1.96248965360408e-05
6219,1.0518729224330727e-05
275,9.028118074516179e-06
70344,8.714505372654965e-06
276,3.963004519099991e-05
6811,2.614056945307638e-05
6816,2.782099968351037e-05
95167,8.309717882918283e-05
63276,2.4833831323937987e-05
442,0.0003860742663917339
7669,6.664213121260562e-05
26819,1.3607688374725584e-05
26812,1.169990243061394e-05
26810,1.6039667245456648e-05
1769,1.1077407006283235e-05
1762,1.1643428510454586e-05
68347,2.7247612394049474e-05
1767,1.6445637324540127e-05
40226,1.6039667245456648e-05
83134,8.140775961785117e-05
83132,4.943225210288865e-05
1546,1.6177571173055783e-05
1544,0.00021248386780228667
691,3.3277865622436665e-05
1542,4.43465853775514e-05
697,2.637794008899295e-05
694,1.8282479398914235e-05
695,2.456660591313002e-05
8711,1.1524661258031889e-05
8712,2.264422831263583e-05
8713,1.24731850869423e-05
94959,0.00024934418325498576
72131,1.1400868099276168e-05
79702,0.00022805138296938036
77561,0.00020479367202248818
93324,1.1178344912515834e-05
72395,2.1334573666544128e-05
5618,0.000611185182315644
5619,1.2762053722942396e-05
72393,2.0587915188908548e-05
5612,9.699124314309682e-06
5613,9.964122462768999e-06
5611,2.3060259800246728e-05
5617,0.00013407582354321918
7116,5.5943228906753933e-05
31903,9.509609985381174e-06
6779,2.4552980416810953e-05
6774,6.142275253576279e-05
27397,1.1173016907371968e-05
6776,4.0634531746928944e-05
6777,0.00010838895999043498
6770,2.9207691047482523e-05
6772,1.7627915167927526e-05
6773,0.00011307712018139068
1223,0.0004035049567765809
57274,2.009975675457209e-05
258,2.7364820927776763e-05
259,4.220992554605882e-05
252,0.00014116185336951714
253,0.0006851356227687307
250,2.5215462995321154e-05
256,9.298522437497419e-05
257,8.4604349698956e-05
254,9.117477528917163e-06
255,9.690437898254015e-06
1251,0.00016542269925844255
100034,1.2202969012126361e-05
64614,0.0003142779296193956
57418,1.1400868099276168e-05
2432,5.2541850162960813e-05
55207,1.1643428510454586e-05
3688,2.4138038140208356e-05
3683,0.0003194929179345288
3682,2.7437048028180654e-05
3681,0.00013558030873530409
3680,2.4685914892778922e-05
3687,1.1643428510454586e-05
3686,0.00014476918041114386
3685,0.0001232361575428484
134368,3.4325827897059956e-05
2796,1.2910648581768469e-05
2518,5.199032020246542e-05
2514,1.241653148649528e-05
2517,3.8621941934991236e-05
2511,4.025703768500234e-05
2513,9.664690776130804e-05
3535,0.0003338773364985903
5059,1.079563944592645e-05
3537,2.666698361667493e-05
3536,0.00012115275912895095
3539,3.89746403556483e-05
5055,3.8914644337285296e-05
5056,3.351857498937112e-05
5051,9.619697226121948e-06
5053,1.1243360213359663e-05
53974,9.042986525851906e-06
53972,0.00013927526130833327
1670,5.219663517441304e-05
54997,0.00020496964731411257
71518,8.714505372654965e-06
104863,2.091639244581255e-05
26025,1.042136929848095e-05
54999,4.478432482161553e-05
87298,2.3343330941068525e-05
69529,9.408954861637267e-06
106642,3.604964608578857e-05
44225,1.0598326869833627e-05
112062,1.09976339142929e-05
54190,3.407620987518329e-05
27802,1.1400868099276168e-05
27555,1.1643428510454586e-05
27800,2.2297638132095173e-05
27801,5.8382070234197416e-05
27808,8.813621378357233e-06
40946,1.169990243061394e-05
1151,1.2910648581768469e-05
1150,8.203590940055288e-05
97913,0.00013797797317635375
59018,4.75578106144442e-05
59549,1.6445637324540127e-05
25898,1.247830117826506e-05
8039,1.2762053722942396e-05
8529,0.0002262871559222415
8528,0.0002707352746985345
34532,5.8337469811250064e-05
8522,1.0968778074549254e-05
34536,1.169990243061394e-05
67788,2.0855647537693566e-05
34534,9.641187759705991e-06
8524,1.2837933622234028e-05
26603,2.0392595300520606e-05
26606,3.445037031139063e-05
95963,1.1643428510454586e-05
95965,1.1643428510454586e-05
89492,0.0001523898365470775
26547,2.1088975643386087e-05
52831,1.6039667245456648e-05
4299,0.00022234861608976512
4298,2.4269227872133615e-05
4294,3.216584772659124e-05
4297,3.4781922653750315e-05
4296,2.205024420668687e-05
4291,2.122585788341118e-05
4290,1.1400868099276168e-05
4292,6.495500735899291e-05
66785,1.1227389558439886e-05
61250,1.0598326869833627e-05
81562,0.0001786023605278267
81564,0.00010173305355344598
90647,1.0654209621640589e-05
4743,1.1243360213359663e-05
31963,1.1400868099276168e-05
4741,9.619697226121948e-06
43333,1.1400868099276168e-05
4744,1.2826555727053565e-05
5869,1.4856778523536121e-05
5868,1.7325175383229127e-05
96432,1.1643428510454586e-05
5867,2.944336442548016e-05
5866,1.1794872452044899e-05
98122,9.439494651453777e-06
98126,1.1208843632054765e-05
98124,5.721970774589235e-05
2183,9.589223403281171e-05
2182,2.3772286180508912e-05
2181,3.7263870334859004e-05
2180,9.265845320387668e-06
2187,2.5251653833130425e-05
2186,0.00024947547726314966
4608,1.4856778523536121e-05
2184,7.317423313426996e-05
2189,1.2910648581768469e-05
2188,3.195241880016506e-05
55116,1.169990243061394e-05
57640,0.00010726683477448963
51127,1.1665992952689418e-05
6454,2.400541393630206e-05
151,0.000288161567726269
86864,1.1400868099276168e-05
153,0.000297572463271626
152,3.695378410246545e-05
155,2.251077143046638e-05
154,0.00013683869314825631
157,2.5008898865475983e-05
156,9.378709534392637e-05
159,7.180433553553185e-05
158,0.00017593096180891114
141866,1.1643428510454586e-05
52694,1.0494231989423938e-05
60072,4.209427528052516e-05
60074,9.692597184799211e-05
128620,1.5732662677454592e-05
6187,5.781766285319237e-05
6184,6.780499017711232e-05
6183,2.6509871875626238e-05
6182,1.1243360213359663e-05
6188,0.00029531950669529184
2727,1.1400868099276168e-05
2726,0.00010841537550880959
2725,3.922927904424409e-05
2724,0.00013994852023162168
2723,0.00020867838074139407
2722,7.82159402377273e-05
2721,9.073823713781928e-05
2720,2.4721616162944142e-05
134130,0.00022981136726174856
2729,0.00014610968687538603
2728,0.0001577918759939272
93805,8.794164078481339e-06
7234,5.177459666438715e-05
7235,4.890640970281918e-05
7941,2.8812915964717764e-05
7943,3.2924895643529026e-05
7948,1.1400868099276168e-05
7238,1.079563944592645e-05
72720,2.9028783267203695e-05
6238,1.4856778523536121e-05
6235,6.411497140384863e-05
6237,3.869802754563848e-05
6231,2.3841249022102358e-05
6230,2.3191794793144725e-05
6232,2.1919597323606896e-05
8866,1.7668426625364628e-05
8864,1.1759957094404343e-05
8865,5.6359489981622706e-05
8860,3.5222890217612506e-05
8861,5.8334121882358645e-05
71180,8.93548068516748e-06
104841,0.0002387616728056148
818,5.226861156152507e-05
813,9.518829123291331e-06
141718,1.1643428510454586e-05
26835,1.1400868099276168e-05
60293,2.282177342297042e-05
26838,1.1400868099276168e-05
80839,8.854805247007393e-06
80831,2.2618495054669204e-05
5267,2.639170671746775e-05
4570,3.806384062285543e-05
5265,1.52805417426233e-05
5264,1.6445637324540127e-05
1704,0.0016575005538085605
1707,2.8160165517919386e-05
2097,5.0783294515194565e-05
5269,5.7676962883669067e-05
2096,0.0002924506020517529
60291,1.0654209621640589e-05
4577,2.440548223339698e-05
58559,0.0011416881660558085
79720,1.1643428510454586e-05
3029,1.2910648581768469e-05
3028,1.2910648581768469e-05
3024,1.2910648581768469e-05
3022,0.00015529454423471076
3021,1.2910648581768469e-05
3020,0.0002246830164165875
144620,8.813621378357233e-06
32562,1.0654209621640589e-05
34326,2.739063321765447e-05
34323,1.6039667245456648e-05
8730,1.200541361657402e-05
54328,1.105626558079864e-05
4197,1.3553773095233722e-05
4194,1.247830117826506e-05
4195,2.313384838174665e-05
4190,7.722565395970924e-05
4191,5.086338939476916e-05
5670,5.668091349203521e-05
5673,0.0034373660752226405
5679,0.0003475494056410089
33672,1.4857857820891763e-05
89000,1.09976339142929e-05
38384,1.1790926693868555e-05
8833,4.4393469296512106e-05
111795,1.1400868099276168e-05
6436,6.429701922964747e-05
8190,1.2837933622234028e-05
8191,4.574058429407747e-05
6433,2.3683719539896544e-05
8197,1.993311459946038e-05
69654,1.1400868099276168e-05
48856,9.619697226121948e-06
27005,8.749166790066019e-06
27002,2.1938713436690712e-05
82150,1.6039667245456648e-05
82152,1.0598326869833627e-05
39381,2.3044296609730753e-05
130682,1.1643428510454586e-05
32582,2.495464119450989e-05
32587,0.0007908551521010511
98607,2.1088975643386087e-05
98604,1.2013674184448826e-05
115927,1.2013674184448826e-05
6753,6.530165115289676e-05
6757,1.1569005958186681e-05
6754,7.049419075926191e-05
6755,4.707922211081267e-05
107910,1.6177571173055783e-05
96606,1.09976339142929e-05
32728,1.1400868099276168e-05
238,1.9535990904842837e-05
239,5.5474771111406666e-05
234,2.2601086480022483e-05
235,0.0007300588239352151
236,0.0003114411775053389
237,0.00013658624424486488
230,0.0001723966405625402
231,0.0007211640476906782
232,0.000209181898364332
233,0.00014143371514657873
56782,0.00029472990985335697
62081,1.8843601315501734e-05
43836,1.0494231989423938e-05
43838,1.1643428510454586e-05
49526,8.813621378357233e-06
63062,4.984158084328892e-05
104757,1.1400868099276168e-05
64497,9.238666736740496e-06
64499,2.0300262178864067e-05
2539,0.00027331793563941965
2532,3.684169904948703e-05
2533,3.4267449309983746e-05
2530,3.8333522448096694e-05
2531,2.4858878826173243e-05
55276,0.00011764699400552176
2535,2.7767427105304588e-05
46530,6.7486049981571e-05
135436,8.615694327963124e-06
45506,1.1643428510454586e-05
5072,1.7325175383229127e-05
5073,1.2762053722942396e-05
68135,8.789485908312149e-05
5071,1.6177571173055783e-05
5076,9.964122462768999e-06
5074,0.003286060257061906
52579,8.794164078481339e-06
116161,1.1400868099276168e-05
53953,5.9393065113232404e-05
939,1.1794872452044899e-05
938,6.749834828740008e-05
53956,5.33048604158438e-05
933,0.0002783209663619829
932,9.747205972723041e-05
931,0.0001525011765134899
930,0.00022737589192395685
937,2.2494393040402523e-05
936,0.00012628547708191088
935,5.533103340003593e-05
934,0.00019769552167073277
5380,4.102093396245386e-05
5382,4.816916828389514e-05
5383,1.0518729224330727e-05
5384,1.1400868099276168e-05
5385,5.12698024951957e-05
5387,2.810220594658325e-05
5388,0.00018914225081549785
5389,2.1707058886693794e-05
112911,8.755317841515128e-06
48696,9.8682581072087e-05
48698,4.5838879023647176e-05
62331,8.755317841515128e-06
62336,4.719743506867804e-05
102753,8.93548068516748e-06
1754,9.716792890757636e-05
44204,4.262824491711297e-05
68793,8.813621378357233e-06
68791,7.942013916320393e-05
59784,0.00027461368009206534
27826,1.6445637324540127e-05
27821,7.778139646017446e-05
41527,2.9514309446293174e-05
2411,8.349010146357802e-05
106062,1.1227389558439886e-05
793,8.823258014966594e-06
2146,0.00011411384565563595
2145,0.003523827652663785
799,9.440714592708814e-05
798,6.80051758899934e-05
2144,0.0004167712487980446
71579,6.659400047881471e-05
2415,2.456660591313002e-05
2142,4.369906137160385e-05
1132,0.00011521746572786065
1131,0.00017832355481166195
1130,5.6997499815917654e-05
1137,1.6039667245456648e-05
1136,0.001540385570258659
1135,0.0001049398941308979
2419,1.2910648581768469e-05
2418,3.7021225430399354e-05
7149,7.494475966595657e-05
7147,0.0005282268106422887
7142,1.1243360213359663e-05
7143,0.0003826376395100076
78116,2.2628257657716053e-05
2148,6.643716601187244e-05
8502,2.408129383559369e-05
8504,1.3607688374725584e-05
8507,9.622122094999165e-05
34048,0.00013638269164284553
2882,9.982497670051518e-06
2883,7.312986866570177e-05
2880,1.3689337362937278e-05
2881,0.0002060290694130225
2887,1.6445637324540127e-05
2885,1.3474643621923453e-05
7493,6.182016187407961e-05
2888,2.029745118414331e-05
2889,6.035385366615264e-05
44974,5.684779170491078e-05
2,0.000556128137092618
47254,1.220763433480809e-05
61013,1.0680564952742121e-05
1286,0.00013121504836723926
26524,5.75467516909254e-05
26528,2.0016562427239292e-05
1922,2.699446619639505e-05
3275,0.00018973490616812892
98963,1.09976339142929e-05
74916,2.4838829989164665e-05
3273,9.363904269208664e-05
98961,8.66150641127594e-05
3271,9.74639775492967e-05
4761,1.7325175383229127e-05
3600,9.982497670051518e-06
4765,3.75526840810478e-05
4767,1.1243360213359663e-05
4766,1.7627915167927526e-05
4769,2.6315826818176118e-05
4768,9.733100850384301e-06
26294,1.940943285338111e-05
5809,3.267973271034531e-05
5801,3.468165104654929e-05
103249,4.2599845654576235e-05
56869,1.09976339142929e-05
1573,0.0006369721001963347
680,5.804288228533504e-05
6935,3.864848049332564e-05
81819,9.619697226121948e-06
64575,2.306840680811682e-05
53894,5.733031106687456e-05
117176,0.00011574988288404103
674,5.4657973301801414e-05
4888,3.079981900515258e-05
4889,5.9190117948971805e-05
2709,3.6034504501950274e-05
2708,1.1790926693868555e-05
4880,8.876010921997083e-05
4881,0.00018890979246209672
70567,1.0654209621640589e-05
2706,0.0007826274276011391
2701,2.0221930467526018e-05
2700,0.0006310472661339162
4886,0.001190140989558993
4887,3.328022723219126e-05
42197,1.8155294795162143e-05
42191,8.615694327963124e-06
6252,1.1243360213359663e-05
6256,1.2916545574933715e-05
6254,5.668012175746906e-05
118985,1.1227389558439886e-05
113275,1.7627915167927526e-05
832,0.0037493949942245014
3475,4.6036412526824825e-05
830,9.441758464046415e-05
831,1.2910648581768469e-05
836,2.3402663308077434e-05
837,0.00012325445842734691
835,1.8677491653685413e-05
8884,1.059760578748922e-05
838,0.000311975181384212
839,6.348993916308307e-05
8880,2.888823420407699e-05
3479,0.000151946252160479
8882,1.1400868099276168e-05
48262,2.2628257657716053e-05
34552,2.2083235757026296e-05
48268,1.1400868099276168e-05
8542,6.821185420010685e-05
26854,1.6445637324540127e-05
67087,9.357958928090332e-05
1728,1.2910648581768469e-05
1729,0.0004922641799409934
1726,9.238666736740496e-06
5244,1.1643428510454586e-05
5247,2.4916726921377164e-05
68659,1.9940698684805e-05
1722,0.00027817286583678853
5243,1.3689337362937278e-05
1721,0.0010289148749735764
9004,1.2837933622234028e-05
7025,2.623669734486585e-05
7024,1.6039667245456648e-05
3005,0.00015034840305608663
3004,5.081544182893769e-05
3007,0.003423014130188471
3006,0.0004393629424932371
3000,0.0003304781319342567
6803,1.1643428510454586e-05
3002,2.4531520869446945e-05
3008,2.5526808117389052e-05
2414,4.5720887329312345e-05
8493,0.00011330122679484048
1588,9.944178599693523e-05
1589,0.00010731607019029218
7285,9.818271724149827e-05
111235,1.09976339142929e-05
1582,9.83890857792671e-06
5483,0.0032669343268118827
1580,0.0015293577284762863
1581,1.2910648581768469e-05
45969,9.201281908415171e-06
1587,0.00019720398757647664
1584,0.0008055573238487886
5481,0.00019624210780069465
59995,2.0988499507717655e-05
3316,3.61354201546245e-05
66686,1.1400868099276168e-05
66934,0.00013272306486276597
110752,1.1400868099276168e-05
31026,1.1243360213359663e-05
2416,3.827172885241937e-05
5650,9.711775847842582e-05
5651,1.1400868099276168e-05
143385,2.0285005691952226e-05
129354,1.8173784852061363e-05
4830,1.4856778523536121e-05
118696,2.7555223800704534e-05
4454,2.1088975643386087e-05
48877,3.417440847117333e-05
27020,2.3789380619609193e-05
72683,1.09976339142929e-05
27022,3.316790169493725e-05
6419,2.625764662281229e-05
6414,1.1243360213359663e-05
6416,1.247830117826506e-05
6413,3.910853824978445e-05
6412,1.2341005251361958e-05
7774,1.0518729224330727e-05
7773,1.2844728518518106e-05
7771,4.883777483466478e-05
92163,1.09976339142929e-05
3917,9.52076513962187e-05
3916,0.00037601468192068624
3915,3.144408283532236e-05
3914,3.637040623766039e-05
3913,1.3553773095233722e-05
3911,0.003780616079570078
3910,0.00020577014420839772
3919,9.727600152007265e-06
3918,1.9632665005994164e-05
6730,1.6039667245456648e-05
6731,3.399668201079073e-05
6732,4.310220337194885e-05
6735,1.2837933622234028e-05
78903,1.1208843632054765e-05
216,0.00021563039209752705
55851,1.1400868099276168e-05
214,1.7325175383229127e-05
215,0.0001616822277648847
213,9.50360139660629e-05
211,1.3553773095233722e-05
218,6.0603742485164655e-05
219,5.2437321403151793e-05
97393,1.6177571173055783e-05
97395,1.1400868099276168e-05
81156,2.6960052235894476e-05
81158,8.55752440279533e-06
25773,1.1400868099276168e-05
25771,7.187945203258571e-05
25777,3.336952445257459e-05
81847,0.00014005102905148792
3284,2.1965317893365305e-05
86817,1.0598326869833627e-05
140816,1.1400868099276168e-05
3649,6.037908304310055e-05
3643,1.0345674968637653e-05
3640,9.619697226121948e-06
2550,2.3503944987700272e-05
2551,0.00010952498899235552
2553,4.504807279566137e-05
2554,1.3553773095233722e-05
2557,1.1173016907371968e-05
2558,2.9534224749733742e-05
64969,9.275053876383016e-05
26086,1.1400868099276168e-05
26082,2.3453907749854777e-05
63,4.114482476938539e-05
46559,9.93370556726796e-06
5013,0.00019037920620007472
5014,0.00010924835589760106
5015,0.0034578869619751214
3282,2.9356285906308595e-05
5017,3.2702974907847145e-05
4415,1.1643428510454586e-05
4414,1.1400868099276168e-05
4410,2.625764662281229e-05
919,0.0011071164396490708
918,9.099420486150806e-05
915,0.00020037475242345833
914,0.00041991371618467277
917,5.635344547720238e-05
916,0.00026444088684616623
911,0.0002711337583742579
910,0.0005921526165907503
913,0.0006662397856661863
912,0.0011303554566513847
112399,1.1400868099276168e-05
105429,1.5732662677454592e-05
58904,1.1400868099276168e-05
134859,1.1227389558439886e-05
134853,0.00021637186083773506
83411,1.079563944592645e-05
80463,0.0004072362689106482
27592,1.1173016907371968e-05
84506,1.3403204589685671e-05
27846,0.0001016230128865223
243,8.601655820363848e-06
54220,1.1400868099276168e-05
3429,8.358474331768913e-05
59501,4.761440811352183e-05
7162,0.00011224084883048035
7163,3.968545633075185e-05
7160,0.00014361841819277328
7161,2.097691964500963e-05
7164,2.911486206139645e-05
7165,1.1243360213359663e-05
142240,1.6445637324540127e-05
89904,5.7164853896744014e-05
3421,0.0005702955549216705
630,1.3209951386028467e-05
32289,8.854805247007393e-06
1213,0.0013682229003373857
111617,9.042986525851906e-06
632,2.4951620218221974e-05
633,2.2028126110685632e-05
26649,4.515918148383399e-05
635,3.654826251772445e-05
2003,0.0002564126651230498
637,5.018279922197668e-05
1111,7.062827075846573e-05
1446,9.451117822286042e-05
1112,2.671777739337541e-05
1114,1.6039667245456648e-05
1441,0.00015054061698089037
2006,0.0036489883675131095
47274,2.5896737626265912e-05
1218,0.00015617296948054778
1449,0.00029785735371753693
68848,5.345962256697435e-05
26509,1.220763433480809e-05
26501,1.1400868099276168e-05
4855,0.0001740248743853325
6787,0.00024713034539160586
2301,0.0001236162388399866
72947,1.6445637324540127e-05
79553,4.009134633675603e-05
4724,1.6445637324540127e-05
4727,1.0518729224330727e-05
95875,4.2218774903422674e-05
95873,3.9949276491271616e-05
73017,0.0003336381712421872
4720,0.00032943930128775137
130580,1.2102771067455316e-05
43376,2.0086692957838243e-05
2307,1.4856778523536121e-05
4789,9.205210630716349e-06
6528,1.1400868099276168e-05
4787,5.968173687081746e-05
4784,1.0518729224330727e-05
4783,3.7547145941487903e-05
4782,1.7325175383229127e-05
5820,3.949132610301307e-05
104218,1.0494231989423938e-05
5826,1.1173016907371968e-05
5828,1.220763433480809e-05
104211,1.6177571173055783e-05
61071,1.945313211684102e-05
87884,1.6039667245456648e-05
5843,1.4856778523536121e-05
7914,1.079563944592645e-05
116823,3.8947365314508534e-05
74795,5.419695106669237e-05
199,1.2279047673598046e-05
198,0.00029177299426464597
195,6.175142580529484e-05
194,0.0002763304275008845
81831,1.3956904158277069e-05
196,9.129621336519234e-05
191,8.413748145977596e-06
190,3.867379803343488e-05
193,6.475496153256425e-05
81834,0.0002799285283365015
74532,1.8354101368827253e-05
74530,1.7525209345539634e-05
42351,1.3403204589685671e-05
56333,2.713353077673076e-05
56339,3.6221092068698305e-05
2769,9.337405260808707e-06
2763,0.00026377033187609874
2762,0.0019056813043556312
2761,0.00038283658743704113
2766,1.2910648581768469e-05
2764,5.659323020217119e-05
93840,0.00011598779612687047
6271,4.0056740450597006e-05
6273,3.1895921770302196e-05
6279,1.7325175383229127e-05
420,7.225972255116301e-05
113252,1.1643428510454586e-05
55805,3.7512918175501216e-05
113705,1.1400868099276168e-05
49265,9.619697226121948e-06
46948,2.638687229909518e-05
3452,8.867379887265891e-05
3453,1.6445637324540127e-05
3450,0.0001776005099928613
3451,0.00015713833326949322
3456,4.031914468410576e-05
851,2.8653372091955058e-05
852,0.00029249744124337963
249,0.00012829246714479947
3459,2.8950315827225116e-05
858,0.0022532857975768395
138698,1.09976339142929e-05
138696,1.09976339142929e-05
41997,0.00022565416209578473
41336,1.1208843632054765e-05
8908,2.551007052391285e-05
5229,1.6445637324540127e-05
5222,6.967981719621225e-05
5220,1.2687672607548265e-05
5226,1.3553773095233722e-05
5225,0.0002830472739562893
70898,1.0598326869833627e-05
71057,4.555649685899928e-05
78544,8.749166790066019e-06
3063,3.502271867154021e-05
3062,0.0001166233815747492
3061,0.00010879705965209955
3060,0.0002193040300650399
3067,0.00016119854663311593
3066,5.000044158334954e-05
3064,9.83890857792671e-06
3069,4.8879132455882794e-05
33912,1.1400868099276168e-05
33917,1.1400868099276168e-05
94939,1.1173016907371968e-05
38038,0.00027216018557311343
94931,1.1400868099276168e-05
27478,2.0428671466855057e-05
89047,1.169990243061394e-05
89045,9.149242271486167e-06
66665,4.365423679096741e-05
4816,0.00030275024348075125
1304,0.0007885621405709707
1305,0.00014581877752990513
1306,2.486292526042324e-05
1307,0.0008147338287040058
1300,0.00020172171418646762
1301,6.452142057724447e-05
1302,0.0005151500934069993
1303,0.00015776112377708542
48817,1.1173016907371968e-05
109742,8.755317841515128e-06
494,0.0003028837612924427
495,6.614858550889276e-05
497,0.0005026300409183576
490,7.669452085161563e-05
491,7.56088327538347e-05
492,0.00019791440913445433
493,0.00012312996446751928
6473,2.769471214577015e-05
6477,2.4238801721510198e-05
95780,1.1643428510454586e-05
110730,1.9269903949603712e-05
50794,3.9273806611311416e-05
110882,1.1400868099276168e-05
7757,4.909484322537422e-05
92494,1.2916545574933715e-05
7753,1.1054846183672708e-05
32892,1.1350965972197821e-05
3938,1.2910648581768469e-05
78967,1.1400868099276168e-05
3934,9.727600152007265e-06
32898,6.133657977240749e-05
3930,5.391698946151937e-05
3932,2.4846760364058946e-05
8332,1.2762053722942396e-05
61646,9.619697226121948e-06
8331,1.1400868099276168e-05
8336,1.079563944592645e-05
8337,8.53868347015481e-05
6718,2.6782240246195437e-05
8338,3.2003675798933536e-05
6713,2.2148623478961685e-05
6710,1.169990243061394e-05
6711,0.0008344395557888367
100272,1.5732662677454592e-05
107953,1.1643428510454586e-05
130970,1.2888080093970094e-05
81132,9.342371814971372e-06
4046,9.982497670051518e-06
4047,4.114549397379023e-05
4041,9.127732546546708e-05
4042,2.2159262999079535e-05
4043,1.1400868099276168e-05
77455,0.00011612914926980337
26313,2.219650754520262e-05
25750,4.1327560312237735e-05
25752,1.079563944592645e-05
25753,2.3829267150462883e-05
25755,1.079563944592645e-05
43744,1.8007952160164874e-05
3665,1.2910648581768469e-05
3660,1.9632665005994164e-05
65585,1.1981196545986884e-05
